"","text","emotion","polarity"
"3345","fatherless children much more apt to commit crime a mental disability they could peg its real","unknown","positive"
"3346","this is a post about the work experience of a person with a developmental disabilitywriting amwriting mustread","unknown","positive"
"3347","sister is legally blind amp on disability bc of glaucoma she needs care to keep sight she has left with aca she can aff","fear","negative"
"3348","guess what ya lonely fucks according to the world health organization being single is now considered a disability","unknown","neutral"
"3349","white house disability amp inclusive technology summit","unknown","positive"
"3350","quite the rebuke from john hayes to his own backbench colleague for filibustering disability equality training pms bill daft","unknown","negative"
"3351","nieuw op disability studies working together learning together participatory research is a verb","joy","positive"
"3352","useful data on workers receiving disability benefits lets help more folks return to work which is what they want http","unknown","positive"
"3353","technology delivering disability inclusion","unknown","positive"
"3354","adult sibling survey
are you a sibling of someone with disability 
siblings australia would love to hear from","joy","positive"
"3355","autism robot helps childrensweden asd disability adhd se","unknown","positive"
"3356","christmas present idea for young kidsin my worldbook with heroes who live with disability how to buy see","joy","positive"
"3357","adhd can be a disability or an advantage","unknown","positive"
"3358","i control of my life
doctor congratulations you need prescription drugs for this endless list of disabilitys and mental health problems","unknown","negative"
"3359","what everyone should know about the process behind app designsmashing magazine a useful read","unknown","positive"
"3360","scw dreamers scholarship




freemoneyfriday","unknown","positive"
"3361","sometimes what others call a disability is what makes you outperform your peers","unknown","negative"
"3362","dr roshanravan ckdgtmuscle impairment mass and strength sarcopeniagt functional limitationgt disability kidneywk","unknown","positive"
"3363","fundraising 
come join us tomorrow in princes mead farnborough and help us raise loads of money for par","unknown","positive"
"3364","watchingmaking me feel the pride and able to show why its inspiration to people who supported the people with","joy","positive"
"3365","hoping todayssummit incl discussion of those w invisible disabilities saydyslexia iadvocate disabili","unknown","positive"
"3366","i believed he mocked the guys disability until now had no idea of the context","unknown","positive"
"3367","disability in that she doesnt understand the stigma of weight and beauty being connected she overweight and needs to lose weight","sadness","neutral"
"3368","brand new sa report on effective building practices for students with disabilities its worth a good look udl","joy","positive"
